Initializing
Do you want to recalibrate the scale? 0 for no, 1 for S1, 2 for S2, 3 for S3, 4 for S4, 5 for all
1 pass.
2 pass
3 pass
4 pass.
PRESS ANY NUMBER & ENTER TO START DATA COLLECTION
---------------------------------
Live readings:
Time (ms), Sensor 1 Force (N), Sensor 2 Force (N), Sensor 3 Force (N), Sensor 4 Force (N)
3133187, 85.924, 85.418, 89.634, 91.076
3134507, 87.630, 86.030, 89.429, 91.322
3135921, 87.476, 86.043, 89.200, 91.227
3137242, 87.213, 85.999, 88.990, 91.226
3138656, 87.148, 85.958, 88.819, 91.159
3140071, 86.985, 85.906, 88.664, 91.120
3141390, 86.796, 85.708, 87.512, 88.693
3142806, 84.001, 85.044, 86.435, 88.261
3144126, 83.971, 85.667, 87.198, 89.093
3145540, 85.653, 82.155, 97.818, 81.811
3146861, 85.668, 84.410, 94.581, 83.168
3148275, 85.481, 84.696, 93.223, 88.199
3149689, 81.892, 87.970, 84.161, 94.438
3151009, 79.210, 88.731, 81.439, 96.995
3152424, 77.384, 89.557, 79.025, 98.377
3153744, 76.738, 89.678, 78.757, 97.367
3155158, 80.933, 86.294, 80.914, 85.077
3156479, 83.480, 84.276, 83.368, 88.676
3157893, 85.399, 84.891, 84.336, 88.745
3159119, 85.388, 84.886, 84.191, 88.721
3160439, 85.206, 84.966, 84.213, 88.847
3161760, 85.118, 84.946, 84.140, 88.815
3163080, 85.035, 84.903, 83.885, 88.301
3164400, 83.786, 84.289, 82.444, 85.954
3165626, 81.652, 84.219, 82.345, 82.905
3166946, 84.421, 82.378, 91.066, 80.737
3168172, 83.320, 83.353, 88.643, 84.951
3169492, 83.268, 84.229, 89.395, 85.893
3170718, 83.475, 84.431, 88.431, 87.609
3172039, 80.894, 86.599, 83.440, 91.015
3173265, 81.072, 81.686, 94.804, 66.289
3174584, 86.622, 81.388, 93.091, 79.205
3175810, 83.696, 81.620, 92.732, 79.504
3177130, 83.791, 82.084, 92.496, 84.029
3178357, 81.423, 85.937, 82.662, 92.337
3179677, 77.719, 87.353, 79.049, 95.242
3180903, 75.732, 88.188, 77.956, 95.627
3182222, 75.452, 88.230, 77.968, 92.884
3183638, 79.133, 82.801, 86.807, 79.956
3184958, 83.324, 80.753, 86.984, 83.936
3186372, 85.105, 82.311, 87.669, 85.733
3187693, 85.354, 82.432, 87.528, 85.711
3189107, 85.217, 82.423, 87.387, 85.700
3190427, 85.122, 82.329, 86.922, 83.818
3191842, 82.308, 81.675, 85.189, 82.679
3193256, 81.966, 81.728, 85.430, 83.561
3194576, 83.227, 82.597, 84.939, 90.748
3195990, 76.924, 86.648, 78.259, 94.901
3197311, 74.671, 87.658, 76.182, 96.129
3198725, 75.560, 85.733, 76.831, 90.242
3200045, 81.453, 80.685, 82.378, 81.066
3201459, 82.902, 82.226, 84.893, 85.944
3202874, 84.056, 82.588, 84.839, 86.003
3204194, 83.926, 82.592, 84.727, 85.982
3205609, 83.828, 82.587, 84.643, 85.868
3206929, 82.631, 82.035, 82.851, 82.724
3208344, 80.842, 81.880, 82.781, 83.521
3209664, 81.957, 82.409, 83.620, 87.378
3211078, 77.912, 85.457, 79.531, 93.133
3212398, 75.195, 86.913, 76.615, 94.965
3213812, 74.243, 87.067, 76.669, 91.310
3215227, 77.828, 81.690, 79.580, 81.989
3216547, 81.459, 81.642, 82.102, 86.205
3217867, 83.229, 82.401, 82.431, 86.323
3219093, 83.138, 82.413, 82.356, 86.310
3220413, 83.022, 82.402, 82.289, 86.293
3221639, 82.965, 82.319, 81.578, 84.059
3222959, 80.452, 81.627, 80.521, 83.229
3224185, 80.419, 81.700, 80.699, 83.556
3225505, 80.503, 81.701, 80.697, 83.554
3226731, 80.490, 81.699, 80.694, 83.551
3228051, 80.474, 81.694, 80.701, 83.564
3229276, 80.479, 81.700, 80.701, 83.566
3230596, 80.480, 81.694, 80.688, 83.556
3231917, 80.459, 81.677, 80.664, 83.538
3233237, 80.439, 81.671, 80.663, 83.536
3234557, 80.421, 81.666, 80.651, 83.529
3235783, 80.402, 81.654, 80.635, 83.519
3237103, 80.387, 81.652, 80.628, 83.515
3238329, 80.370, 81.637, 80.611, 83.506
3239649, 80.353, 81.626, 80.603, 83.497
3240969, 80.338, 81.619, 80.572, 83.462
3242383, 80.294, 81.592, 80.561, 83.462
3243704, 80.274, 81.585, 80.549, 83.453
3245119, 80.255, 81.575, 80.535, 83.441
3246533, 80.237, 81.563, 80.517, 83.424
3247853, 80.214, 81.553, 80.511, 83.423
3249268, 80.208, 81.549, 80.493, 83.410
3250588, 80.195, 81.532, 80.477, 83.397
3252002, 80.179, 81.518, 80.466, 83.385
3253322, 80.162, 81.510, 80.449, 83.377
3254737, 80.145, 81.500, 80.437, 83.372
3256151, 80.125, 81.493, 80.426, 83.366
3257471, 80.106, 81.482, 80.409, 83.353
3258885, 80.089, 81.472, 80.396, 83.345
3260206, 80.074, 81.459, 80.383, 83.335
3261620, 80.055, 81.446, 80.367, 83.317
3262940, 80.017, 81.423, 80.341, 83.304
3264354, 79.999, 81.417, 80.331, 83.293
3265770, 79.979, 81.406, 80.317, 83.290
3267090, 79.963, 81.395, 80.307, 83.280
3268504, 79.948, 81.376, 80.288, 83.264
3269824, 79.934, 81.369, 80.272, 83.263
3271239, 79.911, 81.364, 80.265, 83.252
3272559, 79.897, 81.348, 80.248, 83.239
3273973, 79.881, 81.343, 80.240, 83.233
3275293, 79.865, 81.333, 80.226, 83.225
3276707, 79.850, 81.322, 80.211, 83.209
3278122, 79.834, 81.317, 80.199, 83.201
3279348, 79.812, 81.308, 80.189, 83.198
3280668, 79.795, 81.299, 80.176, 83.187
3281893, 79.789, 81.286, 80.163, 83.183
3283213, 79.761, 81.278, 80.150, 83.175
3284439, 79.748, 81.264, 80.134, 83.161
3285759, 79.738, 81.251, 80.120, 83.156
3286985, 79.711, 81.247, 80.111, 83.146
3288306, 79.702, 81.235, 80.101, 83.133
3289532, 79.683, 81.224, 80.082, 83.127
3290851, 79.673, 81.216, 80.071, 83.114
3292077, 79.660, 81.204, 80.057, 83.110
3293397, 79.649, 81.193, 80.048, 83.100
3294623, 79.634, 81.184, 80.034, 83.096
3295944, 79.611, 81.179, 80.033, 83.096
3297264, 79.613, 81.176, 83.412, 94.897
3298489, 92.236, 92.882, 95.983, 96.879
3299809, 91.459, 92.382, 95.269, 96.574
3301035, 91.133, 92.092, 94.812, 96.312
3302449, 90.842, 91.849, 94.465, 96.108
3303770, 90.618, 91.669, 94.190, 95.929
3305184, 90.432, 91.520, 93.953, 95.779
3306504, 90.274, 91.395, 93.745, 95.633
3307918, 90.127, 91.273, 93.555, 95.502
3309333, 89.982, 91.166, 93.393, 99.377
3310654, 100.752, 99.742, 105.271, 105.870
3312068, 99.368, 98.861, 104.019, 105.272
3313388, 98.724, 98.413, 103.242, 104.739
3314802, 98.214, 98.057, 102.639, 104.363
3316123, 97.820, 97.789, 102.134, 104.009
3317537, 97.458, 97.540, 101.685, 103.711
3318857, 97.151, 97.344, 101.293, 103.417
3320271, 96.837, 97.147, 100.934, 103.165
3321686, 96.570, 96.970, 100.609, 102.941
3323006, 96.328, 96.825, 100.304, 102.686
3324420, 101.674, 101.986, 109.082, 109.005
3325740, 102.610, 101.164, 107.704, 108.427
3327154, 101.917, 100.701, 106.855, 103.247
3328475, 104.105, 97.017, 106.873, 99.300
3329889, 100.716, 97.750, 106.755, 106.520
3331304, 100.526, 100.738, 104.414, 111.210
3332623, 96.361, 101.759, 98.933, 114.588
3334039, 93.635, 101.938, 96.540, 114.471
3335359, 96.270, 99.039, 95.954, 99.038
3336773, 97.624, 96.056, 97.791, 101.210
3338093, 98.955, 97.107, 101.414, 105.870
3339413, 100.752, 97.651, 101.212, 105.747
3340639, 100.510, 97.601, 100.944, 105.627
3341959, 100.255, 97.536, 100.691, 104.782
3343279, 97.679, 96.669, 97.871, 100.367
3344505, 95.651, 96.235, 97.216, 98.770
3345825, 99.880, 93.516, 107.453, 93.216
3347051, 97.276, 94.577, 106.671, 97.402
3348371, 98.873, 96.323, 103.789, 104.424
3349597, 94.277, 99.108, 96.990, 108.446
3350917, 91.362, 100.002, 94.153, 109.656
3352143, 90.906, 99.944, 93.888, 108.358
3353463, 93.454, 96.593, 94.216, 94.719
3354689, 95.582, 94.095, 96.797, 101.117
3356386, 98.801, 95.897, 99.357, 101.930
3357706, 98.800, 95.750, 99.169, 101.268
3359026, 98.806, 95.719, 98.972, 101.189
3360346, 98.613, 95.682, 98.779, 100.539
3361761, 95.536, 94.845, 95.858, 96.551
3363081, 93.920, 94.706, 95.730, 98.103
3364495, 96.028, 95.459, 97.429, 100.462
3365815, 94.096, 97.577, 94.802, 106.550
3367230, 90.395, 98.820, 92.403, 108.020
3368645, 89.280, 98.926, 92.199, 106.829
3369965, 91.788, 95.947, 91.812, 95.853
3371379, 93.881, 94.452, 0.166, -0.259
3920992, -2.081, 0.374, 0.167, -0.260
3922219, -2.160, 0.375, 0.167, -0.256
3923539, -1.269, 0.376, 0.167, -0.254
3924765, -3.210, 0.375, 0.169, -0.253
3925991, -4.175, 0.376, 0.168, -0.254
3927310, -3.851, 0.377, 0.168, -0.253
3928536, -4.218, 0.378, 0.167, -0.252
3929856, -4.293, 0.377, 0.167, -0.251
3931082, -4.655, 0.377, 0.168, -0.249
3932402, -4.669, 0.378, 0.169, -0.251
3933629, -2.303, 0.372, 0.171, -0.249
3934948, -0.281, 0.373, 0.172, -0.249
3936174, -2.006, 0.371, 0.172, -0.246
3937588, -1.727, 0.372, 0.171, -0.246
3938908, -1.605, 0.372, 0.172, -0.242
3940323, -4.728, 0.372, 0.170, -0.242
3941738, -2.796, 0.370, 0.171, -0.239
3943058, -3.877, 0.372, 0.172, -0.242
3944472, -4.472, 0.371, 0.173, -0.240
3945793, -1.973, 0.372, 0.172, -0.244
3947207, -0.019, 0.371, 0.172, -0.243
3948527, -1.436, 0.373, 0.174, -0.244
3949847, -1.043, 0.372, 0.172, -0.242
3951262, -1.253, 0.371, 0.174, -0.241
3952582, -2.547, 0.371, 0.172, -0.239
3953996, -3.396, 0.372, 0.172, -0.238
3955316, -3.960, 0.374, 0.172, -0.237
3956730, -4.605, 0.374, 0.172, -0.237
3958051, -4.254, 0.375, 0.174, -0.236
3959371, -5.137, 0.373, 0.173, -0.238
3960785, -4.610, 0.374, 0.174, -0.234
3962105, -4.826, 0.373, 0.174, -0.235
3963519, -5.149, 0.369, 0.176, -0.235
3964840, -4.790, 0.370, 0.175, -0.234
3966254, -4.432, 0.369, 0.175, -0.233
3967574, -5.074, 0.368, 0.174, -0.234
3968894, -4.303, 0.369, 0.175, -0.233
3970309, -4.891, 0.368, 0.176, -0.234
3971629, -4.878, 0.368, 0.175, -0.230
3973043, -5.296, 0.368, 0.176, -0.231
3974363, -5.066, 0.369, 0.178, -0.230
3975778, -4.986, 0.369, 0.176, -0.230
3977098, -4.632, 0.367, 0.176, -0.229
3978418, -5.689, 0.368, 0.177, -0.230
3979832, -4.038, 0.370, 0.177, -0.227
3981152, -5.240, 0.368, 0.179, -0.229
3982472, -4.623, 0.370, 0.178, -0.227
3983699, -5.143, 0.372, 0.178, -0.229
3985019, -5.226, 0.371, 0.179, -0.227
3986245, -5.723, 0.370, 0.178, -0.227
3987565, -5.149, 0.370, 0.178, -0.226
3988790, -5.279, 0.371, 0.178, -0.226
3990110, -5.699, 0.370, 0.179, -0.224
3991336, -5.910, 0.370, 0.178, -0.225
3992657, -5.680, 0.369, 0.180, -0.226
3993883, -5.725, 0.371, 0.179, -0.224
3995203, -5.883, 0.369, 0.180, -0.224
3996428, -6.079, 0.372, 0.176, -0.221
3997748, -5.746, 0.373, 0.159, -0.219
3999162, -6.018, 0.374, 0.160, -0.221
4000483, -5.525, 0.374, 0.162, -0.220
4001898, -5.215, 0.374, 0.162, -0.219
4003218, -5.710, 0.374, 0.165, -0.218
4004632, -5.020, 0.375, 0.165, -0.219
4005953, -5.549, 0.375, 0.165, -0.218
4007273, -5.428, 0.374, 0.165, -0.218
4008687, -5.671, 0.374, 0.165, -0.219
4010007, -5.265, 0.374, 0.166, -0.216
4011421, -5.720, 0.372, 0.167, -0.216
4012742, -5.002, 0.372, 0.167, -0.216
4014156, -5.484, 0.374, 0.168, -0.216
4015476, -5.420, 0.375, 0.168, -0.214
4016796, -5.686, 0.372, 0.169, -0.214
4018211, -5.507, 0.372, 0.169, -0.213
4019531, -5.476, 0.373, 0.169, -0.214
4020945, -5.700, 0.372, 0.169, -0.212
4022265, -5.634, 0.372, 0.171, -0.214
4023680, -5.461, 0.371, 0.172, -0.212
4025000, -5.636, 0.372, 0.172, -0.213
4026320, -5.686, 0.372, 0.172, -0.212
4027734, -5.662, 0.374, 0.173, -0.214
4029054, -5.528, 0.371, 0.173, -0.212
4030469, -4.530, 0.372, 0.173, -0.212
4031789, -4.262, 0.369, 0.173, -0.211
4033203, -5.322, 0.371, 0.173, -0.211
4034523, -5.329, 0.369, 0.172, -0.212
4035844, -6.052, 0.370, 0.173, -0.211
4037258, -5.515, 0.370, 0.174, -0.214
4038578, 0.290, 0.369, 0.177, -0.213
4039992, -0.165, 0.372, 0.173, -0.207
4041312, -5.248, 0.368, 0.174, -0.210
4042728, -2.517, 0.370, 0.175, -0.207
4044047, -5.695, 0.373, 0.176, -0.210
4045367, -3.345, 0.369, 0.176, -0.208
4046782, -4.662, 0.369, 0.175, -0.207
4048007, -6.104, 0.368, 0.175, -0.207
4049328, -6.053, 0.370, 0.175, -0.205
4050554, -6.208, 0.371, 0.176, -0.206
4051874, -5.894, 0.368, 0.174, -0.206
4053100, -5.194, 0.369, 0.177, -0.206
4054420, -5.867, 0.367, 0.176, -0.205
4055645, -4.606, 0.365, 0.175, -0.203
4056966, -4.977, 0.367, 0.179, -0.209
4058192, -2.198, 0.366, 0.178, -0.206
4059512, -5.828, 0.367, 0.177, -0.207
4060738, 0.159, 0.365, 0.182, -0.208
4061963, 0.276, 0.365, 0.177, -0.205
4063284, -5.541, 0.367, 0.179, -0.204
4064604, -4.746, 0.369, 0.179, -0.203
4066018, -6.070, 0.366, 0.178, -0.206
4067338, -5.225, 0.366, 0.179, -0.203
4068754, -5.576, 0.366, 0.180, -0.205
4070073, -4.162, 0.367, 0.179, -0.201
4071488, -4.973, 0.369, 0.178, -0.201
4072808, -5.985, 0.368, 0.179, -0.201
4074129, -5.623, 0.370, 0.178, -0.201
4075543, -2.238, 0.366, 0.179, -0.200
4076863, -4.909, 0.373, 0.179, -0.201
4078277, -5.972, 0.369, 0.183, -0.201
4079598, -5.880, 0.368, 0.183, -0.202
4081012, 0.399, 0.368, 0.183, -0.202
4082332, -3.804, 0.369, 0.180, -0.198
4083652, -4.491, 0.369, 0.180, -0.198
4085067, -2.488, 0.368, 0.179, -0.197
4086387, -2.785, 0.366, 0.184, -0.201
4087801, 0.181, 0.367, 0.182, -0.197
4089121, -2.402, 0.368, 0.180, -0.198
4090536, -6.245, 0.370, 0.179, -0.196
4091856, -0.883, 0.367, 0.185, -0.202
4093176, 0.137, 0.367, 0.184, -0.199
4094590, -5.384, 0.368, 0.182, -0.202
4095911, 0.332, 0.365, 0.183, -0.202
4097325, -2.802, 0.368, 0.181, -0.198
4098645, -5.558, 0.368, 0.181, -0.197
4100059, -5.828, 0.368, 0.185, -0.197
4101380, -5.282, 0.368, 0.186, -0.198
4102700, 0.303, 0.367, 0.185, -0.197
4104114, -0.454, 0.367, 0.181, -0.196
4105434, 0.016, 0.366, 0.187, -0.197
4106849, -0.310, 0.368, 0.185, -0.196
4108169, -5.827, 0.368, 0.181, -0.195
4109583, -5.812, 0.368, 0.181, -0.194
4110903, -6.143, 0.367, 0.181, -0.193
4112224, -6.194, 0.368, 0.182, -0.194
4113544, -3.512, 0.368, 0.182, -0.194
4114864, -5.272, 0.367, 0.182, -0.194
4116278, -5.115, 0.367, 0.182, -0.192
4117599, -5.516, 0.368, 0.181, -0.192
4119013, -6.061, 0.368, 0.183, -0.190
4120333, -6.205, 0.368, 0.182, -0.191
4121654, -6.233, 0.367, 0.183, -0.191
4122880, -6.349, 0.367, 0.183, -0.190
4124106, -6.039, 0.371, 0.183, -0.190
4125332, -6.269, 0.368, 0.182, -0.190
4126557, -6.227, 0.369, 0.184, -0.189
4127783, -6.426, 0.368, 0.184, -0.189
4129010, -6.374, 0.370, 0.184, -0.190
4130236, -6.360, 0.369, 0.183, -0.191
4131461, -6.288, 0.368, 0.183, -0.191
4132687, -6.262, 0.370, 0.183, -0.190
4134007, -6.085, 0.370, 0.183, -0.190
4135422, -5.783, 0.370, 0.185, -0.191
4136742, -6.245, 0.369, 0.184, -0.187
4138156, -6.017, 0.371, 0.184, -0.188
4139476, -6.337, 0.370, 0.184, -0.187
4140797, -6.121, 0.368, 0.184, -0.189
4142117, -6.360, 0.370, 0.185, -0.187
4143437, -6.201, 0.368, 0.183, -0.188
4144852, -6.243, 0.372, 0.184, -0.187
4146172, -6.279, 0.371, 0.184, -0.188
4147586, -6.222, 0.369, 0.186, -0.186
4148907, -5.175, 0.369, 0.186, -0.186
4150321, -6.174, 0.368, 0.185, -0.186
4151641, -6.172, 0.367, 0.185, -0.187
4152961, -5.282, 0.369, 0.185, -0.187
4154376, -6.547, 0.369, 0.185, -0.185
4155696, -6.256, 0.368, 0.185, -0.187
4157110, -6.052, 0.368, 0.185, -0.185
4158430, -6.231, 0.368, 0.186, -0.186
4159845, -6.291, 0.368, 0.185, -0.186
4161165, -6.108, 0.367, 0.186, -0.186
4162485, -6.147, 0.367, 0.186, -0.185
4163901, -5.157, 0.368, 0.188, -0.185
4165220, -5.834, 0.369, 0.188, -0.183
4166635, -5.979, 0.371, 0.188, -0.177
4167956, -6.110, 0.386, 0.185, -0.174
4169370, -3.689, 0.387, 0.189, -0.176
4170690, -5.056, 0.387, 0.187, -0.177
4172011, -5.296, 0.387, 0.186, -0.172
4173425, -5.614, 0.388, 0.188, -0.177
4174745, 0.111, 0.381, 0.192, -0.176
4176160, -0.827, 0.388, 0.185, -0.175
4177480, -6.201, 0.389, 0.187, -0.176
4178894, -5.425, 0.387, 0.193, -0.179
4180214, -0.253, 0.386, 0.190, -0.175
4181535, -2.334, 0.388, 0.190, -0.177
4182855, -2.553, 0.386, 0.189, -0.177
4184175, -1.128, 0.386, 0.187, -0.173
4185589, -3.617, 0.388, 0.188, -0.172
4186910, -5.364, 0.388, 0.188, -0.174
4188324, -6.387, 0.388, 0.188, -0.172
4189644, -5.990, 0.389, 0.189, -0.173
4190965, -5.757, 0.387, 0.189, -0.173
4192285, -0.055, 0.387, 0.193, -0.174
4193605, -0.038, 0.389, 0.187, -0.170
4195020, -6.084, 0.388, 0.189, -0.170
4196340, -5.593, 0.386, 0.188, -0.172
4197660, -6.159, 0.385, 0.188, -0.171
4198885, -5.450, 0.387, 0.190, -0.170
4200206, -4.818, 0.387, 0.189, -0.172
4201432, -6.053, 0.387, 0.188, -0.171
4202752, -5.732, 0.384, 0.187, -0.169
4204072, -2.071, 0.386, 0.189, -0.170
4205393, -6.569, 0.386, 0.190, -0.172
4206713, -0.395, 0.385, 0.196, -0.174
4208033, 0.038, 0.386, 0.188, -0.174
4209447, -3.910, 0.386, 0.194, -0.173
4210768, 0.238, 0.384, 0.194, -0.175
4212182, -3.303, 0.386, 0.190, -0.170
4213502, -0.255, 0.385, 0.195, -0.173
4214823, -0.200, 0.385, 0.194, -0.169
4216143, -5.986, 0.386, 0.190, -0.167
4217463, -6.382, 0.385, 0.188, -0.165
4218877, -6.294, 0.387, 0.189, -0.165
4220198, -6.155, 0.386, 0.193, -0.169
4221612, 0.213, 0.384, 0.194, -0.168
4222932, -1.933, 0.385, 0.193, -0.168
4224253, -0.336, 0.384, 0.195, -0.170
4225573, -0.026, 0.386, 0.195, -0.167
4226893, -5.156, 0.385, 0.197, -0.171
4228213, 0.087, 0.384, 0.196, -0.169
4229534, -0.776, 0.386, 0.190, -0.167
4230948, -6.366, 0.385, 0.190, -0.168
4232268, -6.223, 0.384, 0.190, -0.168
4233682, -6.271, 0.382, 0.188, -0.167
4235003, -4.821, 0.382, 0.195, -0.170
4236323, 0.098, 0.384, 0.194, -0.169
4237643, -5.272, 0.384, 0.192, -0.169
4238964, -5.849, 0.384, 0.188, -0.168
4240378, -4.755, 0.384, 0.191, -0.167
4241698, -6.275, 0.384, 0.189, -0.167
4243112, -6.286, 0.385, 0.190, -0.169
4244433, -6.303, 0.384, 0.191, -0.167
4245753, -6.115, 0.385, 0.191, -0.166
4247073, -6.377, 0.383, 0.191, -0.167
4248393, -6.180, 0.386, 0.190, -0.165
4249714, -6.175, 0.385, 0.191, -0.168
4251034, -5.574, 0.387, 0.191, -0.165
4252448, -6.248, 0.384, 0.192, -0.166
4253768, -6.261, 0.384, 0.190, -0.165
4255183, -6.169, 0.385, 0.191, -0.167
4256503, -4.872, 0.386, 0.191, -0.165
4257824, -6.342, 0.384, 0.191, -0.164
4259144, -6.142, 0.385, 0.193, -0.165
4260464, -4.943, 0.386, 0.190, -0.165
4261879, -6.180, 0.385, 0.191, -0.164
4263199, -6.130, 0.384, 0.191, -0.164
4264613, -6.251, 0.384, 0.190, -0.163
4265934, -6.250, 0.384, 0.192, -0.161
4267254, -6.336, 0.385, 0.191, -0.163
4268574, -5.710, 0.384, 0.190, -0.162
4269894, -6.434, 0.385, 0.191, -0.165
4271215, -6.422, 0.384, 0.192, -0.163
4272440, -6.431, 0.384, 0.192, -0.162
4273760, -6.268, 0.384, 0.191, -0.164
4274986, -6.244, 0.383, 0.190, -0.162
4276401, -6.233, 0.383, 0.192, -0.163
4277721, -6.180, 0.383, 0.192, -0.162
4279135, -6.236, 0.382, 0.191, -0.161
4280456, -5.875, 0.383, 0.191, -0.163
4281776, -5.960, 0.384, 0.192, -0.162
4283096, -5.982, 0.381, 0.191, -0.162
4284417, -5.991, 0.383, 0.192, -0.162
4285831, -6.289, 0.383, 0.193, -0.161
4287151, -6.187, 0.381, 0.194, -0.162
4288566, -6.084, 0.381, 0.193, -0.161
4289886, -6.245, 0.389, 0.193, -0.156
4291206, -6.243, 0.392, 0.193, -0.155
4292527, -6.192, 0.396, 0.193, -0.153
4293847, -6.152, 0.396, 0.192, -0.156
4295167, -6.161, 0.398, 0.193, -0.155
4296488, -6.165, 0.398, 0.191, -0.156
4297902, -6.019, 0.396, 0.159, -0.138
4299222, -1.813, 0.365, 0.098, -0.103
4300637, -1.719, -3.832, -2.303, -4.255
4301957, -2.102, -4.596, -2.374, -4.283
4303277, -2.109, -4.600, -2.380, -4.287
4304598, -2.110, -4.600, -2.381, -4.284
4305918, -2.106, -4.599, -2.379, -4.282
4307332, -2.104, -4.597, -2.377, -4.280
4308653, -2.101, -4.594, -2.374, -4.277
4310067, -2.100, -4.592, -2.371, -4.273
4311387, -2.097, -4.590, -2.368, -4.271
4312708, -2.094, -4.588, -2.365, -4.270
4314028, -2.096, -4.590, -2.367, -4.273
4315348, -2.101, -4.599, -2.368, -4.215
4316669, -2.053, -4.590, -2.369, -4.238
4317989, -2.020, -4.531, 
